psraid,sample,int_date,lang,form,llitext1,qs1,live1,reg,oftvote,eminuse,intmob,home3nw,bbhome1f1,bbhome1f2,bbhome2,device1a,smart1,intfreq,device1b,device1c,device1d,act112,act124,act125,act135,act136,act127,act128,act129,sns2a,sns2b,sns2c,sns2d,sns2e,q1a,q1b,q1c,q1d,q1e,q1f,q1g,q1h,q2a,q2b,q2c,q2d,q2e,q2f,q3,q4,books1,books2a,books2b,books2c,q7a,q7b,q7c,q7d,q8a,q8b,q8c,q8d,libusea,libuseb,libusec,lib_frq,libst_frq,libapp_frq,libmob,libvisit,ebk_awr,ebk_brw,q9a,q9b,q9c,q9d,q9e,q9f,q9g,q10,q11a,q11b,q11c,q11d,q12,q13a,q13b,q13c,q13d,q13e,q13f,q14,q15a,q15b,q15c,q15d,q15e,q15f,q16a,q16b,q17a,q17b,q17c,q17d,q18a,q18b,q18c,q18d,sex,age,marital,par,kidage1,educ2,emplnw,disa,party,partyln,ideo,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,inc,hh1,hh3,zipcode,usr,cregion,state,weight,standwt
200329,2,30916,1,1, ,2,2,1,1,1,1,1,2, , , ,1,2,2,1,1,2,2,2,1,1, , , , , , ,6,2,1,1,1,2,2,1,2,1,1,1,4,1,1,4,2,1,24,1,2,2, , , , ,3,1,1,1,1,1,3,2,3, ,1,3,1,2,1,2,2,2,2, , ,1,2,1, , ,2,1,1,1, , , ,1,2,1,1,1,2,2,1,1,1,3, , ,8,2, , ,1,38,1,1,0,8,1,2,3,8,3,2,5, , , , ,8,5,2,23191,S,3,51,4.3125,1.42219431106827
200338,2,30916,1,2, ,2,2,1,2,1,1, , ,2, , ,1,2,1,1,2, , , , , ,2,2,2, , , , , ,2,2,2,2,2,1,2,1,4,3,2,1,1,4,2,1,0, , , , , , , ,2,1,1,2,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,8,2,8,2,2,8,2,2,2, , ,2,1, , ,2,4,1,60,1,2, ,3,1,2,1, ,2,2,1, , , , ,9,2,2,29445,S,3,45,2.84375,.937823784834871
200340,2,31016,1,2, ,2,3,1,2,2,1, , ,2, , ,2,5,1,1,2, , , , , ,2,2,2, , , , , ,1,1,8,8,2,1,1,2,3,2,2,1,4,1,2,2,50,1,2,2, , , , ,5,3,3,1,1,1,3,1,4, ,2,3,2, ,1,2,2, , ,2,2,2, , , , ,2, , , ,2,2,2,1,8,1,1,1,1,1,1,1, , ,2,1, , ,1,8,1,61,1,2, ,3,1,2,1, ,2,2,1, , , , ,6,3,3,70714,S,3,22,3.5625,1.17485617001292
200344,2,30916,1,1, ,2,4,1,1,2,2, , , , , ,2, ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2, , , , ,5,2,1,5,1,3,3,4, , , ,3,1,2,2,2,2,2,2, , ,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,3,1,2,2, , ,1,1, , ,1,82,1,2, ,4,3,2,3,8,3,2,1, , , , ,4,2,2,70739,S,3,22,2.875,.948129540712177
200350,2,30916,1,2, ,2,3,1,2,1,1, , ,2, , ,2,5,2,2,2, , , , , ,2,2,2, , , , , ,2,2,2,2,2,1,2,2,4,2,2,3,2,3,1,2,0, , , , , , , ,1,5,2,5,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,2,2,2,1,2,2,3,1, , ,1,1, , ,8,2,2,58,5,2, ,3,1,2,3,1,3,2,1, , , , ,5,1, ,76301,U,3,48,3.875,1.27791372878598
200356,2,30916,1,2, ,2,3,1,4,2,2, , , , , ,8, ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,3,2,2,2,4,4,4,4,4,4,2,2,0, , , , , , , ,5,5,2,5,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,8,2,2,2,2,2,2,3,2, , ,1,1, , ,2,2,2,53,3,1,0,3,6,1,4,8,5,1,7, , , ,3,98,1, ,79079,R,3,48,3.84375,1.26760797290867
200357,2,30916,1,1, ,2,2,2, ,1,1,2, , , , ,1,2,2,2,2,2,2,2,1,2, , , , , , , ,1,2,2,2,1,2,1,2,1,4,2,4,2,1,4,2,1,1,1,2,2, , , , ,5,4,3,5,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,1,1,1,1,1,1,1,1,1,2,1, , ,1,2, , ,1,51,6,2, ,4,2,1,2, ,2,2,1, , , , ,1,1, ,60302,S,2,17,2.6875,.88629500544834
200358,2,30916,1,1, ,2,2,1,2,1,1,1,2, , , ,1,1,2,2,1,2,2,1,1,1, , , , , ,3,5,3,1,1,1,2,1,1,2,2,2,2,2,2,1,4,2,1,2,1,2,2, , , , ,1,1,1,1,1,3,3,4, , , ,1,8, ,1,1,2,2,2, , ,2, , , , ,2, , , , , , ,1,1,2,1,3,2,2,2,1,2,2, , ,3,3, , ,1,50,1,1,0,6,1,2,1, ,3,2,1, , , , ,9,6,2,38139,S,3,47,2.46875,.814154714307196
200362,2,30916,1,2, ,2,3,1,1,1,1, , ,2, , ,1,1,2,1,1, , , , , ,1,2,2, , , , , ,2,1,2,2,1,1,2,1,3,3,3,2,1,3,2,1,3,1,2,2, , , , ,1,1,1,1,2,1,3, ,4, ,2,2,2, , , , , , , , ,2, , , , ,2, , , ,2,2,1,1,1,3,2,3,4,3,3,1, , ,1,1, , ,2,2,1,62,3,2, ,6,1,2,3,9,3,2,1, , , , ,4,1, ,35960,R,3,1,1,.329784188073801
200365,2,40216,1,2, ,2,2,1,1,1,1, , ,2, , ,1,4,1,1,1, , , , , ,2,1,2, , , , , ,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,3,30,1,2,1,4,5,5,5,3,1,3,4,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,2,8,8,8,8,8,8,3,8, , ,1,1, , ,8,8,2,62,2,2, ,8,2,2,1, ,2,2,1, , , , ,9,2,2,11576,S,1,36,2.71875,.896600761325646
200366,2,30916,1,1, ,2,1,3, ,1,1,1,2, , , ,1,2,2,1,1,1,2,2,1,2, , , ,1, , , ,2,1,1,2,1,3,2,2,2,2,2,2,1,2,2,1,2,3,1,2,2, , , , ,2,5,1,3,1,3,3,4, , , ,3,8, ,2,2,1,2,2, , ,1,1,1, , ,2, , , , , , ,1,2,2,1,1,2,1,2,1,2,2, , ,2,1, , ,1,18,6,2, ,2,4,2,2, ,3,2,2,1, , , ,6,2,2,67037,S,2,20,3.65625,1.20577343764483
200368,2,30916,1,1, ,2,3,3, ,1,1,1,2, , , ,1,2,2,1,1,2,2,2,1,2, , , , , , , ,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,2,1,0, , , , , , , ,5,2,2,2,3,3,3, , , , ,3,1,2, , , , , , , , , , , , ,2, , , , , , ,1,1,1,1,1,4,1,2,1,1,3, , ,2,1, , ,1,60,1,2, ,8,5,2,3,2,4,2,3, , , , ,9,4,4,80504,S,4,8,1.59375,.52559354974262
200370,2,32816,1,1, ,2,3,2, ,2,1,1,2, , , ,2,5,2,1,1,1,2,2,1,2, , , ,3, , , ,1,1,1,1,1,2,1,2,1,3,1,3,1,1,3,2,1,4,1,2,2, , , , ,4,1,1,3,3,1,3, ,4, ,2,3,2, , , , , , , , , , , , , ,1,1,1,1, , , ,1,1,1,1,1,2,1,1,1,1,3, , ,2,2, , ,1,51,1,2, ,4,4,1,2, ,3,2,2, , , , ,3,2,2,49037,U,2,26,3.78125,1.24699646115406
200372,2,32216,1,2, ,2,2,1,1,1,1, , ,2, , ,1,2,1,2,1, , , , , ,1,2,2, , , , , ,1,2,1,2,1,1,2,2,1,2,2,3,1,3,1,2,10,1,2,1, ,4,4,5,1,4,1,2,1,1,8,3,4, ,1,3,1,2,2,1,1, , ,2,2,1, , ,1,2,2, , , ,2,2,1,1,2,2,1,1,1,1,2,1, , ,1,1, , ,2,2,2,49,1,1,0,7,1,2,2, ,4,2,1, , , , ,7,4,2,19044,S,1,42,2.5625,.845071981939115
200373,2,31516,1,1, ,2,2,3, ,2,2, , , , , ,2, ,2,2,2, , , , , , , , , , , , , ,2,2,2,1,3,1,2,2,4,1,4,2,4,2,1,2,0, , , , , , , ,5,5,5,5,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,2,1,1,1,1,2,1,1,1,1,2, , ,8,2, , ,2,66,5,2, ,2,3,1,2, ,5,1,7, , , ,2,3,1, ,71446,R,3,22,3,.989352564221403
200374,2,30916,1,1, ,2,2,1,1,1,1,1,2, , , ,1,2,2,2,1,2,2,2,2,1, , , , , , ,6, ,2,1,2,1,3,1,2,1,2,2,2,2,1,4,2,1,5,1,2,2, , , , ,5,3,1,1,1,3,3,4, , , ,3,1,2,1,2,1,2,2, , ,1,2,2, , ,2, , , , , , ,1,2,2,2,2,3,1,3,1,1,1, , ,2,2, , ,1,61,1,2, ,8,3,2,1, ,2,2,1, , , , ,9,2,2,14450,S,1,36,1.625,.535899305619926
200379,2,30916,1,2, ,2,3,1,1,1,1, , ,2, , ,1,1,1,1,2, , , , , ,2,2,2, , , , , ,1,2,2,1,2,1,2,2,2,1,4,1,1,4,2,2,12,1,2,2, , , , ,1,3,1,4,1,1,3,1,4, ,2,1,8, ,2,1,1, , ,2,1,1, , ,2,2,2, , , ,2,2,2,1,1,1,1,1,1,1,1,1, , ,2,1, , ,1,1,2,26,2,2, ,3,1,2,2, ,1,2,2, , , , ,6,2,2,36603,U,3,1,4.75,1.56647489335055
200382,2,30916,1,2, ,2,1,1,1,1,1, , ,2, , ,1,3,2,1,1, , , , , ,1,2,2, , , , , ,2,2,2,2,2,1,2,2,3,3,3,3,2,3,2,1,2,1,2,1,4, ,5,5,2,3,5,3,1,3,3,4, , , ,3,2, ,2,2,2, , ,2,1,2, , , , ,2, , , , , , ,1,1,2,2,1,1,1,3,1, , ,1,2, , ,1,3,1,54,1,2, ,4,1,2,1, ,2,2,1, , , , ,8,2,2,23693,U,3,51,6.9375,2.28787780476199
200386,2,30916,1,1, ,2,4,3, ,1,1,1,2, , , ,1,2,1,1,1,1,1,2,1,2, , , ,6,5, , ,1,1,1,2,2,2,1,2,2,1,1,3,3,1,3,2,1,15,1,2,1,1,2,5,2,1,2,1,2,1,1,3,3,1, ,1,2,8, ,1,1,1,1,2, , ,1,1,1, , ,2,1,1,1, , , ,1,2,2,1,1,2,1,2,1,1,1, , ,2,1, , ,1,17,6,2, ,3,2,2,3,1,2,2,1, , , , ,5,6,3,18337,S,1,42,3.78125,1.24699646115406
200390,2,30916,1,2, ,2,2,1,1,1,2, , ,2, , ,2,2,2,2,1, , , , , ,2,2,2, , , , , ,1,2,1,1,1,1,2,2,4,1,2,1,1,1,2,9,97,1,1,2, , , , ,1,1,2,2,1,1,3,1,1, ,2,3,1,2,1,1,1, , ,2,1,1, , ,2,1,2, , , ,1,1,1,1,2,3,2,2,2,2,1,1, , ,2,1, , ,3,2,2,62,3,2, ,6,3,1,3,2,4,2,1, , , , ,1,1, ,32954,U,3,12,1.4375,.474064770356089
200391,2,30916,1,2, ,2,4,1,1,2,2, , , , , ,2, ,2,2,2, , , , , , , , , , , , , ,2,1,2,2,2,1,2,2,1,4,1,2,4,2,2,1,4,1,2,2, , , , ,5,1,1,4,1,3,3,4, , , ,3,1,2,2,2,2, , ,2,2,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1,2,1,75,3,2, ,3,2,2,4,9,2,2,1, , , , ,5,1, ,14482,R,1,36,2.65625,.875989249571033
200397,2,31016,1,2, ,2,3,3, ,1,1, , ,2, , ,1,5,2,1,2, , , , , ,2,2,2, , , , , ,2,2,1,2,2,2,2,1,2,3,4,2,2,3,1,2,6,1,2,1,4, , ,5,5,3,5,5,1,1,3,4,4, ,1,3,8, ,1,2,1, , ,2,1,1, , ,2,2,2, , , ,2,1,2,1,2,3,2,1,1,1,2,1, , ,1,1, , ,1,2,1,43,6,2, ,4,1,2,4,2,3,2,1, , , , ,1,3,3,40202,U,3,21,6.1875,2.04053966370664
200398,2,31516,1,1, ,2,2,1,2,1,1,1,2, , , ,1,2,2,1,1,2,2,2,1,2, , , , , , , ,6,1,1,1,1,3,1,2,2,4,4,4,2,2,3,1,2,2,1,2,2, , , , ,5,4,5,3,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,8,2,2,2,2,2,2,3,2,1,2, , ,3,3, , ,1,53,1,1,1,3,3,1,3,1,2,2,1, , , , ,8,4,2,15108,S,1,42,2.71875,.896600761325646
200411,2,32616,1,2, ,2,4,1,3,1,1, , ,2, , ,1,3,2,2,2, , , , , ,2,2,2, , , , , ,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2, , , , ,5,1,2,1,1,1,3,3,4, ,2,2,1,2,1,1,2, , ,2,2,2, , , , ,2, , , ,2,1,2,1,1,2,1,1,1,1,1,1, , ,1,1, , ,1,2,1,18,6,2, ,3,2,2,3,1,2,2,1, , , , ,8,5,4,21157,S,3,24,4.59375,1.51494611396402
200415,2,31016,1,1, ,2,3,3, ,1,1,1,2, , , ,1,1,2,1,1,2,2,2,1,2, , , , , , , ,1,2,2,2,2,2,2,2,2,4,2,4,2,1,4,2,1,0, , , , , , , ,1,5,1,5,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,1,2,1,1,1,1,3,1,2,2, , ,2,2, , ,2,29,6,2, ,3,1,2,3,8,3,2,1, , , , ,98,3,3,49128,S,2,26,6.9375,2.28787780476199
200423,2,31016,1,1, ,2,2,1,2,1,1,1,2, , , ,1,2,2,1,1,2,2,1,1,2, , , , , ,5, ,1,2,2,2,2,2,1,1,2,2,4,4,4,1,3,2,2,4,1,2,2, , , , ,5,1,1,2,2,3,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,2,2,1,1,2,8,1,3,1,1,1, , ,8,8, , ,2,44,1,1,0,6,4,2,2, ,3,2,1, , , , ,9,4,2,40059,U,3,21,3.75,1.23669070527675
200425,2,31016,1,1, ,2,1,1,2,1,1,1,2, , , ,1,1,1,1,1,1,1,2,1,1, , , ,1,1, ,3,1,1,2,2,1,1,1,2,1,2,2,2,1,1,3,2,1,3,1,2,1,4,3,5,5,3,4,1,1,2,2,1, , ,4, ,3,1,1, , , , , , , ,2, , , , ,2,2,2,2, , , ,1,1,3,1,3,3,1,2,1,1,2, , ,3,1, , ,2,23,6,2, ,6,1,2,2, ,5,2,1, , , , ,5,1, ,22209,U,3,51,2.125,.700791399656827
200437,2,31316,1,2, ,2,1,3, ,1,1, , ,5, , ,8,5,2,1,2, , , , , ,2,2,2, , , , , ,2,2,2,2,2,1,2,2,1,3,3,3,3,3,1,2,0, , , , , , , ,1,1,5,5,1,1,3,3,3, ,2,3,2, ,1,2,1, , ,1,2,1, , ,2,2,1, , , ,2,2,2,2,1,1,1,1,4,1,3,2, , ,2,2, , ,1,1,2,20,6,2, ,3,4,2,3,1,4,2,1, , , , ,2,2,2,75238,U,3,48,4.09375,1.35005401992712
200439,2,31016,1,1, ,2,3,1,1,1,1,2, , , , ,1,4,2,2,2,2,1,2,1,2, , , , ,6, , ,3,2,2,2,2,2,2,2,2,1,1,3,3,1,3,1,1,0, , , , , , , ,1,5,5,1,3,1,3, ,4, ,2,3,2, , , , , , , , , , , , , ,2,2,2,2, , , ,1,1,8,2,2,2,4,2,1,1,1, , ,2,2, , ,2,29,6,1,2,3,1,2,2, ,2,2,2, , , , ,98,5,1,17210,R,1,42,6.875,2.26726629300738
200440,2,32016,1,2, ,2,4,2, ,2,2, , , , , ,2, ,2,2,2, , , , , , , , , , , , , ,2,2,2,1,3,2,2,2,2,1,3,1,2,1,1,1,0, , , , , , , ,5,5,3,2,1,1,3,4,4, ,2,3,1,2,1,2,2, , ,2,2,2, , , , ,2, , , ,2,2,2,1,2,1,1,2,1,1,1,1, , ,2,2, , ,2,1,2,61,3,2, ,3,6,1,4,9,3,2,1, , , , ,3,1, ,47623,S,2,18,3.375,1.11302163474908
200441,2,31016,1,2, ,2,1,1,3,1,1, , ,2, , ,1,3,2,1,1, , , , , ,2,2,2, , , , , ,1,2,1,1,3,1,1,2,3,2,4,2,1,3,2,1,5,1,2,2, , , , ,6,1,2,2,1,1,3,4,4, ,1,3,1,2,1,1,1, , ,2,2,2, , , , ,2, , , ,2,2,2,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1,8,2,47,1,2, ,4,2,1,3,1,3,2,1, , , , ,4,3,3,70806,S,3,22,6.3125,2.08176268721587
200443,2,31016,1,2, ,2,3,3, ,1,1, , ,2, , ,1,2,2,2,2, , , , , ,1,1,2, , , , , ,1,2,2,2,3,2,2,2,3,2,4,1,2,1,2,1,0, , , , , , , ,4,5,4,5,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,8,2,2,1,1,3,2,3,2, , ,2,1, , ,1,3,1,17,6,2, ,2,4,2,3,1,3,2,1, , , , ,1,4,2,39577,S,3,28,2.8125,.927518028957565
200446,2,31116,1,1, ,2,4,1,2,1,1,1,2, , , ,1,2,2,1,1,2,2,1,1,2, , , , , ,2, ,2,2,2,1,2,2,1,1,2,2,1,2,1,1,3,1,2,12,1,2,1,2, ,5,5,5,1,1,2,1,3,3,3, , , ,3,1,2,1,2,2,2,1, , ,1,2,1, , ,2, , , , , , ,1,1,1,2,1,1,1,1,1,1,3, , ,1,2, , ,2,62,1,2, ,8,3,2,2, ,4,2,1, , , , ,6,2,2,29349,S,3,45,1.5,.494676282110701
200455,2,31016,1,2, ,2,1,1,3,1,1, , ,2, , ,1,1,2,1,1, , , , , ,1,1,2, , , , , ,2,1,2,2,2,1,2,1,2,1,4,1,1,4,1,2,12,1,1,2, , , , ,1,1,1,1,1,1,3,4,4, ,2,3,1,2,2,2,1, , ,2,2,1, , ,1,2,2, , , ,2,1,1,1,2,2,1,2,1,1,2,1, , ,1,1, , ,1,2,1,24,2,2, ,6,1,2,1, ,3,1,1, , , ,1,7,2,2,75230,U,3,48,1.71875,.566816573251845
200457,2,31016,1,2, ,2,3,1,1,1,1, , ,2, , ,1,3,1,1,1, , , , , ,2,2,2, , , , , ,2,2,1,1,2,1,2,1,4,4,4,2,2,4,2,1,3,1,2,1,4,5,5,5,1,4,1,1,2,1,3, ,4, ,2,2,1,2, , , , , , , ,2, , , , ,2, , , ,2,2,2,1,1,1,1,2,2,1,1,1, , ,2,1, , ,2,2,1,64,1,1,0,4,1,2,3,8,3,2,1, , , , ,8,4,3,71301,U,3,22,2.9375,.96874105246679
200458,2,31016,1,2, ,2,3,3, ,2,1, , ,5, , ,8,4,2,2,2, , , , , ,2,2,2, , , , , ,1,1,2,2,3,1,1,2,1,3,1,2,1,1,2,1,0, , , , , , , ,2,2,3,2,1,3,3,4, , , ,3,2, ,2,2,2, , ,2,2,2, , , , ,2, , , , , , ,1,1,1,1,2,2,1,3,1, , ,1,1, , ,3,4,2,26,6,1,0,2,4,2,3,2,3,2,1, , , , ,2,3,2,37190,S,3,47,5.03125,1.65922669624631
200460,2,31016,1,1, ,2,4,1,1,1,1,2, , , , ,1,5,2,2,1,2,2,2,1,2, , , , , , , ,6,2,1,2,2,1,1,2,1,4,2,4,2,1,4,2,3,5,1,2,2, , , , ,1,3,2,2,1,3,3,3, , , ,3,1,1,1,2,1,2,2, , ,1,2,1, , ,2, , , , , , ,1,8,8,8,8,8,1,2,8,4,3, , ,2,8, , ,1,46,1,1,0,4,1,2,1, ,1,2,1, , , , ,99,3,2,72104,R,3,5,2.84375,.937823784834871
200470,2,31016,1,1, ,2,1,3, ,1,1,2, , , , ,8,5,2,2,2,2,2,2,1,2, , , , , , , ,5,2,1,2,2,2,1,2,2,4,3,4,8,3,3,2,1,0, , , , , , , ,5,5,5,5,3,3,3, , , , ,3,1,2, , , , , , , , , , , , ,2, , , , , , ,1,8,2,2,2,8,8,3,1,1,1, , ,1,3, , ,2,50,1,2, ,3,1,2,4,1,3,2,1, , , , ,99,2,2,61832,U,2,17,3,.989352564221403
200474,2,31016,1,1, ,2,4,1,1,1,1,1,2, , , ,1,2,2,1,1,2,2,2,1,1, , , , , , ,2,5,1,1,2,1,1,1,1,2,1,2,2,2,3,2,2,3,7,1,2,1,3, ,3,5,3,1,1,1,1,1,3,3,3, ,1,3,1,2,1,1,1,2,1, , ,1,2,1, , ,1,2,2,1, , , ,1,2,1,1,2,1,1,1,1,2,3, , ,1,1, , ,1,45,1,1,0,6,1,2,3,8,3,2,1, , , , ,7,4,3,66086,S,2,20,2.25,.742014423166052
200490,2,31016,1,2, ,2,2,1,2,1,2, , ,2, , ,2,3,2,2,1, , , , , ,2,2,2, , , , , ,2,2,1,2,2,1,2,2,3,1,4,1,1,4,2,1,25,1,2,2, , , , ,4,1,1,3,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,8,3,2,2,8,3,2,3,2, , ,1,1, , ,2,8,1,73,1,2, ,7,3,2,2, ,5,2,1, , , , ,6,2,2,70810,S,3,22,2.65625,.875989249571033
200494,2,31016,1,2, ,2,3,1,3,1,1, , ,2, , ,1,1,2,1,2, , , , , ,2,1,2, , , , , ,1,2,2,2,1,1,2,1,3,2,2,1,1,3,2,1,9,1,2,2, , , , ,2,1,1,2,2,2,2, , , , ,1,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,3,3,3,2,2,2,2,1, , ,1,1, , ,2,4,1,29,1,1,1,5,1,2,2, ,4,1,2, , , ,1,7,4,2,76308,U,3,48,3.53125,1.16455041413561
200495,2,31016,1,2, ,2,2,1,1,1,1, , ,2, , ,1,2,2,1,1, , , , , ,2,2,2, , , , , ,2,1,2,2,1,2,2,2,2,2,3,2,1,2,1,2,30,1,2,2, , , , ,3,1,1,3,1,1,3,4,4, ,2,3,1,2,1,2,2, , ,2,2,2, , , , ,2, , , ,2,2,2,1,2,2,2,2,2,2,2,1, , ,2,2, , ,3,3,2,55,1,2, ,6,2,2,1, ,1,2,1, , , , ,9,3,3,55447,U,2,27,1.90625,.628651108515683
200497,2,31016,1,1, ,2,3,8, ,1,1,2, , , , ,1,2,2,1,2,2,1,1,1,2, , , , ,3,3, ,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,0, , , , , , , ,5,5,5,3,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,1,3,3,2,1,3,2,3,1,1,2, , ,2,2, , ,2,25,6,1,2,4,5,2,3,2,3,1,7, , , ,1,2,3,1,78582,R,3,48,6.9375,2.28787780476199
200498,2,31016,2,1, ,2,3,3, ,2,1,2, , , , ,1,5,2,2,2,2,2,2,2,8, , , , , , , , ,2,2,1,2,2,2,2,2,3,8,2,2,4,1,2,1,0, , , , , , , ,5,4,4,3,1,3,3,3, , , ,3,8, ,2,1,2,2,2, , ,2, , , , ,2, , , , , , ,1,2,1,1,1,1,1,1,1,2,2, , ,3,2, , ,2,54,2,2, ,1,6,1,2, ,3,1,1, , , ,3,1,5,4,93930,U,4,6,6.75,2.22604326949816
200500,2,31016,1,2, ,2,3,1,1,1,2, , ,2, , ,1,2,1,1,1, , , , , ,2,2,2, , , , , ,2,2,1,1,1,2,2,2,2,1,2,1,2,4,2,1,25,1,2,1,3,5,3,5,1,4,2,3,3,1,3, ,3, ,2,1,1,2, , , , , , , , , , , , ,1, , , ,1,1,1,1,1,1,1,2,2,1,2,1, , ,1,1, , ,2,3,1,66,1,2, ,6,2,2,2, ,4,2,1, , , , ,4,3,3,46360,U,2,18,1.28125,.422535990969557
200502,2,31016,1,2, ,2,1,1,3,1,1, , ,2, , ,1,1,1,1,1, , , , , ,1,1,2, , , , , ,1,1,2,1,1,1,1,1,4,3,4,1,1,2,2,1,4,1,2,2, , , , ,1,2,1,1,1,3,3,1, , , ,1,1,1,1,1,2, , ,2,2,2, , , , ,2, , , , , , ,2,2,2,2,2,2,2,2,1, , ,1,1, , ,1,1,2,39,1,1,0,8,1,2,2, ,3,1,1, , , ,1,9,3,2,77023,U,3,48,5.65625,1.86534181379244
200511,2,31016,1,1, ,2,2,1,2,1,1,1,2, , , ,1,2,2,1,1,2,2,1,2,2, , , , , ,3, , ,2,2,2,2,2,1,1,2,3,1,4,1,1,3,2,1,5,1,2,2, , , , ,1,3,5,3,1,1,3,4,4, ,1,1,1,2,1,2,1,1,2, , ,2, , , , ,2,1,2,1, , , ,1,3,2,2,2,2,1,1,1,2,3, , ,2,2, , ,2,62,1,2, ,8,1,2,2, ,5,2,1, , , , ,8,2,2,76063,S,3,48,1.8125,.597733840883764
200523,2,31016,1,1, ,2,1,1,1,1,1,1,2, , , ,1,2,2,2,1,2,2,2,1,1, , , , , , ,5,1,1,2,2,2,2,1,2,2,3,1,2,1,1,3,2,1,13,1,2,2, , , , ,1,2,1,1,1,3,3,3, , , ,3,2, ,2,1,1,1,1, , ,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,1,1,2,3, , ,1,1, , ,2,50,3,2, ,4,1,2,9,2,2,1,1,2, , ,1,99,2,2,36603,U,3,1,3.78125,1.24699646115406
200524,2,31016,1,2, ,2,4,1,1,1,1, , ,2, , ,1,2,1,1,1, , , , , ,2,2,2, , , , , ,1,1,2,1,3,1,2,1,4,1,4,1,1,4,2,8,12,1,1,1,4,5,4,5,1,1,1,1,1,1,1,4,3,3,1,3,1,1,1,2,2, , ,2,2,2, , , , ,2, , , ,2,1,1,1,1,8,1,8,2,2,3,8, , ,1,1, , ,8,8,2,69,1,2, ,8,2,2,8,8,3,2,1, , , , ,4,2,2,54174,S,2,55,1.5625,.515287793865314
200528,2,31016,1,2, ,2,1,3, ,1,1, , ,2, , ,1,1,2,1,1, , , , , ,1,1,2, , , , , ,2,2,2,2,3,2,2,2,2,2,2,2,2,4,2,1,1,1,2,2, , , , ,1,4,2,1,1,3,3,4, , , ,3,1,2,1,2,2, , ,2,2,2, , , , ,2, , , , , , ,1,2,2,2,1,1,1,2,1, , ,2,1, , ,1,3,2,16,6,2, ,2,7,2,3,2,3,1,7, , , ,1,5,4,2,90805,U,4,6,3.46875,1.143938902381
200537,2,31116,2,1, ,2,1,3, ,2,2, , , , , ,2, ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,4,2,1,4,2,1,1,0, , , , , , , ,5,5,5,4,1,3,3,3, , , ,3,2, ,1,2,1,2,2, , ,2, , , , ,2, , , , , , ,2,1,2,1,1,4,1,2,1,1,1, , ,1,1, , ,2,44,6,1,0,1,1,2,3,1,2,1,1, , , ,1,2,4,2,60008,U,2,17,3.4375,1.13363314650369
200543,2,31116,1,2, ,2,2,3, ,1,1, , ,2, , ,1,1,2,1,1, , , , , ,1,1,1, , , , , ,1,1,1,1,2,1,2,2,1,2,2,1,1,3,2,1,7,1,2,2, , , , ,1,4,1,1,1,1,3,1,3, ,1,2,8, ,1,2,1, , ,2,2,1, , ,2,1,2, , , ,2,2,2,1,1,2,1,1,3,1,2,1, , ,1,2, , ,2,2,2,16,6,2, ,2,4,2,2, ,5,2,1, , , , ,6,5,2,60462,S,2,17,3.46875,1.143938902381
200544,2,31116,1,2, ,2,3,1,2,1,1, , ,2, , ,1,2,2,1,1, , , , , ,2,2,2, , , , , ,1,1,2,1,1,1,2,2,2,2,3,2,1,4,2,2,5,1,2,1,3, ,4,4,1,3,2,3,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,2,2,2,2,2,2,2,1, , ,2,1, , ,2,2,2,30,1,2, ,3,1,2,1, ,3,2,1, , , , ,7,2,2,54303,U,2,55,5.53125,1.82411879028321
